referencia,estado,poluente_emitido,quantidade
2018,PARAIBA,Material Particulado (MP),24117.899999999998
2018,RIO GRANDE DO NORTE,Material Particulado (MP),3174444.229999999
2018,PARANA,Monóxido de carbono (CO),127775.87000000002
2018,GOIAS,Óxidos de nitrogênio (NOx),387224.05
2018,SAO PAULO,Material Particulado (MP),5409279.779999911
2018,CEARA,Material Particulado (MP),275800.3599999999
2018,BAHIA,Monóxido de carbono (CO),139391.42000000025
2018,BAHIA,Dióxido de enxofre,0
2018,RIO GRANDE DO NORTE,Monóxido de carbono (CO),8121948.319999999
2018,PERNAMBUCO,Monóxido de carbono (CO),928480.6800000004
2018,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),1606.2200000000005
2018,MATO GROSSO,Monóxido de carbono (CO),128438.18999999999
2018,SANTA CATARINA,Óxidos de enxofre (SOx),112758.69
2018,TOCANTINS,Material Particulado (MP),13317.990000000007
2018,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),36391.85
2018,RIO DE JANEIRO,Óxidos de enxofre (SOx),60832.57999999999
2018,TOCANTINS,Óxidos de nitrogênio (NOx),5222.86
2018,MARANHAO,Óxidos de enxofre (SOx),12959.770000000002
2018,MINAS GERAIS,Dióxido de enxofre,1
2018,GOIAS,Óxidos de enxofre (SOx),12233.610000000004
2018,PARANA,Óxidos de enxofre (SOx),16461.549999999996
2018,CEARA,Óxidos de enxofre (SOx),332491.57
2018,AMAZONAS,Material Particulado (MP),6763.950000000004
2018,GOIAS,Monóxido de carbono (CO),93944044.96000001
2018,AMAZONAS,Óxidos de enxofre (SOx),1541.4600000000003
2018,RORAIMA,Óxidos de nitrogênio (NOx),23.63
2018,CEARA,Óxidos de nitrogênio (NOx),218766.49
2018,ESPIRITO SANTO,Óxidos de enxofre (SOx),33311.75
2018,MATO GROSSO,Óxidos de nitrogênio (NOx),5149.75
2018,TOCANTINS,Óxidos de enxofre (SOx),238229.06
2018,RORAIMA,Material Particulado (MP),4.99
2018,ACRE,Óxidos de nitrogênio (NOx),5070
2019,MINAS GERAIS,Partículas (PM10),11.790000000000001
2019,PERNAMBUCO,Material Particulado (MP),96295.43
2019,RIO DE JANEIRO,Monóxido de carbono (CO),268830766.80999994
2019,GOIAS,Óxidos de nitrogênio (NOx),21210.559999999994
2019,RIO GRANDE DO SUL,Monóxido de carbono (CO),79898606.11000003
2019,SANTA CATARINA,Óxidos de nitrogênio (NOx),822977646.4199994
2019,ACRE,Material Particulado (MP),119.06
2019,BAHIA,Monóxido de carbono,201.37
2019,AMAPA,Monóxido de carbono (CO),1695.55
2019,PARA,Monóxido de carbono (CO),152660.3800000001
2019,MARANHAO,Óxidos de enxofre (SOx),18231.530000000002
2019,MATO GROSSO DO SUL,Material Particulado (MP),70170087.43
2019,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),67695.09
2019,CEARA,Material Particulado (MP),220189.95000000004
2019,RIO GRANDE DO SUL,Material Particulado (MP),47711.52000000006
2019,ESPIRITO SANTO,Óxidos de enxofre (SOx),28675.19
2019,CEARA,Óxidos de enxofre (SOx),182041.32000000007
2019,RORAIMA,Monóxido de carbono (CO),0.89
2019,AMAPA,Material Particulado (MP),17.6
2019,ALAGOAS,Óxidos de nitrogênio (NOx),422339.44000000006
2019,PIAUI,Monóxido de carbono (CO),817795.2100000001
2019,ACRE,Óxidos de enxofre (SOx),164.77
2019,ALAGOAS,Material Particulado (MP),24591.760000000002
2019,PARAIBA,Monóxido de carbono (CO),52903.770000000004
2019,SAO PAULO,Monóxido de carbono (CO),33327854.330000147
2019,PARA,Óxidos de nitrogênio (NOx),14371.480000000003
2019,PARA,Óxidos de enxofre (SOx),24117.659999999996
2019,RONDONIA,Material Particulado (MP),27467.920000000006
2019,MARANHAO,Óxidos de nitrogênio (NOx),7936.030000000001
2019,RIO GRANDE DO SUL,Monóxido de carbono,12.31
2019,PIAUI,Material Particulado (MP),37949.8
2019,MINAS GERAIS,Compostos orgânicos voláteis não metânicos(COVNM),0.01
2019,PARANA,Material Particulado (MP),69895.97000000004
2019,PARAIBA,Material Particulado (MP),15006105.679999998
2019,CEARA,Óxidos de nitrogênio (NOx),91862.78999999996
2019,MINAS GERAIS,Óxidos de enxofre (SOx),25138.000000000004
2019,TOCANTINS,Óxidos de enxofre (SOx),369.9799999999999
2019,ACRE,Óxidos de nitrogênio (NOx),5071.38
2019,SERGIPE,Monóxido de carbono (CO),17253.89
2019,ESPIRITO SANTO,Material Particulado (MP),30468.839999999982
2019,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),29956261.93
2019,AMAZONAS,Óxidos de nitrogênio (NOx),85492420616.21
2019,RONDONIA,Óxidos de nitrogênio (NOx),3669.1600000000003
2019,MATO GROSSO,Material Particulado (MP),211140.4500000002
2019,PERNAMBUCO,Monóxido de carbono (CO),23027.379999999997
2019,PARANA,Óxidos de nitrogênio (NOx),37440.700000000004
2019,SERGIPE,Óxidos de enxofre (SOx),3656.6800000000003
2019,MATO GROSSO,Monóxido de carbono (CO),325100.1600000001
2019,RORAIMA,Óxidos de enxofre (SOx),7.52
2019,SANTA CATARINA,Monóxido de carbono (CO),284405100.7
2019,RONDONIA,Monóxido de carbono (CO),703318647.5999997
2019,SERGIPE,Óxidos de nitrogênio (NOx),5999.870000000001
2019,BAHIA,Óxidos de nitrogênio (NOx),51752.68000000002
2019,MATO GROSSO DO SUL,Monóxido de carbono,7.81
2019,TOCANTINS,Óxidos de nitrogênio (NOx),3690.980000000001
2019,RORAIMA,Material Particulado (MP),5.26
2019,MATO GROSSO,Óxidos de nitrogênio (NOx),992741.8400000002
2019,MINAS GERAIS,Monóxido de carbono (CO),3255771.12
2019,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),22061.28
2019,GOIAS,Óxidos de enxofre (SOx),10450.850000000002
2019,RIO DE JANEIRO,Óxidos de enxofre (SOx),1159123.7299999997
2019,SAO PAULO,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",990.92
2019,RIO GRANDE DO NORTE,Monóxido de carbono (CO),3865364.57
2019,PARANA,Monóxido de carbono (CO),277068.78
2019,DISTRITO FEDERAL,Óxidos de enxofre (SOx),103209114.91000003
2019,PARAIBA,Óxidos de enxofre (SOx),2588.06
2019,CEARA,Monóxido de carbono,232
2019,MINAS GERAIS,Material Particulado (MP),1015994.7300000065
2019,GOIAS,Material Particulado (MP),62697.26
2019,RIO DE JANEIRO,Material Particulado (MP),2179765.809999999
2019,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),20396.8
2019,RIO GRANDE DO NORTE,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",88.81
2019,MINAS GERAIS,Óxidos de nitrogênio (NOx),42782.36999999997
2019,AMAZONAS,Material Particulado (MP),840093997.9700003
2019,MATO GROSSO DO SUL,Dióxido de enxofre,0
2019,MATO GROSSO DO SUL,Monóxido de carbono (CO),1156179.2299999997
2019,PIAUI,Óxidos de enxofre (SOx),17.82
2019,ESPIRITO SANTO,Monóxido de carbono (CO),2217937.9099999983
2019,RIO GRANDE DO NORTE,Material Particulado (MP),2724687.9999999995
2019,MINAS GERAIS,Dióxido de enxofre,1.6400000000000001
2019,ACRE,Monóxido de carbono (CO),10092.26
2019,PARAIBA,Óxidos de nitrogênio (NOx),9706.150000000001
2019,BAHIA,Óxidos de enxofre (SOx),39616.71000000002
2019,RONDONIA,Óxidos de enxofre (SOx),320.03
2019,PERNAMBUCO,Óxidos de enxofre (SOx),152376.68
2019,PIAUI,Óxidos de nitrogênio (NOx),47333.95
2019,CEARA,Monóxido de carbono (CO),1379225.8000000007
2019,SAO PAULO,Material Particulado (MP),3894420.7999999784
2019,AMAPA,Óxidos de nitrogênio (NOx),1.11
2019,SERGIPE,Material Particulado (MP),564.1699999999998
2019,TOCANTINS,Material Particulado (MP),13416.570000000003
2019,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),37832.65
2019,BAHIA,Monóxido de carbono (CO),255814.94000000012
2019,SAO PAULO,Óxidos de nitrogênio (NOx),2754206.8299999894
2019,DISTRITO FEDERAL,Monóxido de carbono (CO),330506226.02
2019,AMAPA,Óxidos de enxofre (SOx),0.04
2019,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),1165903481.2199998
2019,MATO GROSSO,Óxidos de enxofre (SOx),392153.28
2019,RORAIMA,Óxidos de nitrogênio (NOx),23.69
2019,AMAZONAS,Óxidos de enxofre (SOx),2214827636.4
2019,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),634.62
2019,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),437958051.9899999
2019,PERNAMBUCO,Óxidos de nitrogênio (NOx),655211.0599999999
2019,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),12892.66
2019,CEARA,Dióxido de enxofre,99.5
2019,MARANHAO,Material Particulado (MP),4815.370000000001
2019,SAO PAULO,Óxidos de enxofre (SOx),150237.91999999975
2019,DISTRITO FEDERAL,Material Particulado (MP),63511076.510000005
2019,SANTA CATARINA,Material Particulado (MP),13493098.969999922
2019,PARA,Material Particulado (MP),17963.649999999998
2019,MARANHAO,Monóxido de carbono (CO),5526.91
2019,SANTA CATARINA,Óxidos de enxofre (SOx),296340057.46000004
2019,GOIAS,Monóxido de carbono (CO),8308353.990000002
2019,TOCANTINS,Monóxido de carbono (CO),6111.430000000002
2019,PARANA,Óxidos de enxofre (SOx),17557.940000000002
2019,BAHIA,Material Particulado (MP),53225.97000000005
2019,ALAGOAS,Monóxido de carbono (CO),10336.250000000002
2019,AMAZONAS,Monóxido de carbono (CO),79464133319.16
2019,ALAGOAS,Óxidos de enxofre (SOx),12.879999999999999
2020,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),2391.2000000000007
2020,ACRE,Óxidos de nitrogênio (NOx),6421.7300000000005
2020,AMAPA,Material Particulado (MP),22.11
2020,SANTA CATARINA,Óxidos de enxofre (SOx),117391.07000000002
2020,GOIAS,Óxidos de enxofre (SOx),9735.630000000001
2020,CEARA,Óxidos de nitrogênio (NOx),118883.97
2020,ACRE,Monóxido de carbono (CO),101587.76999999999
2020,PARA,Óxidos de enxofre (SOx),19243.489999999998
2020,RONDONIA,Material Particulado (MP),20275.090000000004
2020,PERNAMBUCO,Óxidos de nitrogênio (NOx),1027645.4700000004
2020,ALAGOAS,Monóxido de carbono (CO),40102.02999999999
2020,CEARA,Óxidos de enxofre (SOx),707793.8400000001
2020,SAO PAULO,Monóxido de carbono (CO),22893273.220000003
2020,PIAUI,Óxidos de enxofre (SOx),17.77
2020,GOIAS,Material Particulado (MP),58024.08000000003
2020,ALAGOAS,Óxidos de enxofre (SOx),26.35
2020,ESPIRITO SANTO,Monóxido de carbono (CO),173773.63000000006
2020,BAHIA,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",615
2020,RIO GRANDE DO SUL,Material Particulado (MP),327202.71000000247
2020,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),376364.05999999994
2020,PIAUI,Óxidos de nitrogênio (NOx),396.57
2020,SERGIPE,Óxidos de enxofre (SOx),5083.619999999999
2020,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),19560.54
2020,SAO PAULO,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",25
2020,ACRE,Óxidos de enxofre (SOx),191.38
2020,RONDONIA,Óxidos de enxofre (SOx),1022.2
2020,RIO DE JANEIRO,Óxidos de enxofre (SOx),76581.79999999999
2020,TOCANTINS,Material Particulado (MP),14750.220000000001
2020,MATO GROSSO,Óxidos de nitrogênio (NOx),773548.0300000003
2020,MINAS GERAIS,Monóxido de carbono (CO),2234073.4399999976
2020,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),37463.41999999998
2020,MATO GROSSO,Monóxido de carbono (CO),604833.7700000001
2020,PARAIBA,Material Particulado (MP),33488.609999999986
2020,MARANHAO,Monóxido de carbono (CO),2553.84
2020,PIAUI,Monóxido de carbono (CO),5004.2
2020,SANTA CATARINA,Monóxido de carbono (CO),384990.7800000004
2020,ACRE,Material Particulado (MP),295.3299999999999
2020,CEARA,Material Particulado (MP),471166.16000000003
2020,RIO DE JANEIRO,Gás natural gasoso,0
2020,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),487.48
2020,AMAZONAS,Material Particulado (MP),45553618325.83999
2020,AMAPA,Óxidos de nitrogênio (NOx),4.25
2020,RIO GRANDE DO SUL,Monóxido de carbono (CO),84169.84000000003
2020,MARANHAO,Óxidos de nitrogênio (NOx),17279.889999999996
2020,AMAPA,Óxidos de enxofre (SOx),0.27
2020,CEARA,Dióxido de enxofre,99.8
2020,SAO PAULO,Dióxido de enxofre,1.16
2020,SERGIPE,Óxidos de nitrogênio (NOx),4611.43
2020,RONDONIA,Monóxido de carbono (CO),21194.359999999993
2020,GOIAS,Óxidos de nitrogênio (NOx),17240.280000000002
2020,RORAIMA,Material Particulado (MP),5.28
2020,PARANA,Material Particulado (MP),3522508.319999995
2020,BAHIA,Partículas (PM10),0.62
2020,PARA,Óxidos de nitrogênio (NOx),15808.720000000005
2020,MATO GROSSO DO SUL,Dióxido de enxofre,25.9
2020,ESPIRITO SANTO,Óxidos de enxofre (SOx),20101.94
2020,PARANA,Óxidos de nitrogênio (NOx),1403988.24
2020,RORAIMA,Óxidos de enxofre (SOx),7.54
2020,MARANHAO,Material Particulado (MP),44297.979999999996
2020,PARANA,Monóxido de carbono,54
2020,SANTA CATARINA,Óxidos de nitrogênio (NOx),36597.329999999994
2020,MATO GROSSO DO SUL,Nitrogênio,3.17
2020,MINAS GERAIS,Óxidos de enxofre (SOx),26660.16999999999
2020,MATO GROSSO DO SUL,Monóxido de carbono (CO),325135.3099999999
2020,ESPIRITO SANTO,Material Particulado (MP),29620.999999999975
2020,GOIAS,Monóxido de carbono (CO),9090624.97
2020,CEARA,Monóxido de carbono,232.9
2020,PERNAMBUCO,Material Particulado (MP),382758.4900000001
2020,RIO GRANDE DO NORTE,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",2.52
2020,BAHIA,Monóxido de carbono (CO),2056728.7400000005
2020,PARA,Monóxido de carbono (CO),176413.83000000007
2020,TOCANTINS,Óxidos de nitrogênio (NOx),1280.5700000000004
2020,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),2566.09
2020,PERNAMBUCO,Óxidos de enxofre (SOx),163085.13000000006
2020,PARA,Material Particulado (MP),12999.390000000003
2020,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),20851.330000000005
2020,RIO GRANDE DO NORTE,Material Particulado (MP),4346023.469999998
2020,PERNAMBUCO,Monóxido de carbono (CO),16529552.459999997
2020,MARANHAO,Óxidos de enxofre (SOx),23726.98
2020,DISTRITO FEDERAL,Material Particulado (MP),677.3799999999999
2020,PIAUI,Material Particulado (MP),3354.7200000000007
2020,RIO DE JANEIRO,Monóxido de carbono (CO),252566.36999999994
2020,AMAZONAS,Óxidos de nitrogênio (NOx),103703374311.27998
2020,CEARA,Monóxido de carbono (CO),951587.94
2020,SAO PAULO,Material Particulado (MP),4388179.259999964
2020,SERGIPE,Monóxido de carbono (CO),4519244.8
2020,SAO PAULO,Óxidos de enxofre (SOx),38858.39999999997
2020,AMAZONAS,Óxidos de enxofre (SOx),1091602365.6
2020,DISTRITO FEDERAL,Monóxido de carbono (CO),1767.49
2020,PARAIBA,Óxidos de nitrogênio (NOx),13266.25
2020,PARAIBA,Óxidos de enxofre (SOx),3646.03
2020,RORAIMA,Monóxido de carbono (CO),531.04
2020,CEARA,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",0.1
2020,MINAS GERAIS,Óxidos de nitrogênio (NOx),81132.95999999998
2020,AMAZONAS,Monóxido de carbono (CO),173362236263.88
2020,SAO PAULO,Óxidos de nitrogênio (NOx),1562829.410000002
2020,BAHIA,Fluoreto de hidrogênio (ácido fluorídrico),0.1
2020,AMAPA,Monóxido de carbono (CO),1565.79
2020,ALAGOAS,Material Particulado (MP),9982.720000000003
2020,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),161538.6800000001
2020,MINAS GERAIS,Material Particulado (MP),730824.9400000036
2020,MATO GROSSO DO SUL,Material Particulado (MP),58037.73000000002
2020,SAO PAULO,Monóxido de carbono,0.04
2020,PARANA,Monóxido de carbono (CO),1085036.260000001
2020,RORAIMA,Óxidos de nitrogênio (NOx),23.7
2020,BAHIA,Óxidos de enxofre (SOx),17400.719999999983
2020,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),1353440.36
2020,PARAIBA,Monóxido de carbono (CO),53614.05000000002
2020,DISTRITO FEDERAL,Óxidos de enxofre (SOx),19968.309999999998
2020,MATO GROSSO,Material Particulado (MP),212438.9900000002
2020,MATO GROSSO DO SUL,Monóxido de carbono,7.82
2020,RONDONIA,Óxidos de nitrogênio (NOx),2900.4
2020,MATO GROSSO,Óxidos de enxofre (SOx),454071.01
2020,BAHIA,Monóxido de carbono,0.1
2020,BAHIA,Óxidos de nitrogênio (NOx),39647.88999999995
2020,RIO GRANDE DO NORTE,Monóxido de carbono (CO),3979416.0600000005
2020,BAHIA,Material Particulado (MP),142357.2999999998
2020,PARANA,Óxidos de enxofre (SOx),12663.389999999996
2020,RIO DE JANEIRO,Material Particulado (MP),140964.6199999998
2020,TOCANTINS,Óxidos de enxofre (SOx),96.36000000000003
2020,TOCANTINS,Monóxido de carbono (CO),30588.889999999996
2020,SANTA CATARINA,Material Particulado (MP),541972.3300000012
2020,ALAGOAS,Óxidos de nitrogênio (NOx),4985.35
2020,SERGIPE,Material Particulado (MP),2521.840000000002
2021,AMAZONAS,Material Particulado (MP),563518.5300000003
2021,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),22720.600000000002
2021,PIAUI,Óxidos de nitrogênio (NOx),661.51
2021,MATO GROSSO,Material Particulado (MP),171507.02000000005
2021,CEARA,Material Particulado (MP),258105.62000000034
2021,SANTA CATARINA,Material Particulado (MP),916102.9700000017
2021,PIAUI,Material Particulado (MP),1812.6
2021,AMAPA,Óxidos de enxofre (SOx),0.06999999999999999
2021,PARANA,Material Particulado (MP),1034003.5999999999
2021,ALAGOAS,Material Particulado (MP),3834.2400000000007
2021,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),10909.719999999998
2021,RIO DE JANEIRO,Monóxido de carbono (CO),377085.7600000002
2021,SANTA CATARINA,Óxidos de enxofre (SOx),128707.28999999996
2021,RONDONIA,Monóxido de carbono (CO),9833.140000000003
2021,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),127872.45000000001
2021,GOIAS,Óxidos de nitrogênio (NOx),21238.660000000003
2021,ALAGOAS,Óxidos de enxofre (SOx),686.05
2021,PARANA,Monóxido de carbono,66.24
2021,PERNAMBUCO,Óxidos de nitrogênio (NOx),736354.0299999996
2021,SAO PAULO,Monóxido de carbono (CO),21807385.07999999
2021,SAO PAULO,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",3000
2021,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),1703845.9900000005
2021,PERNAMBUCO,Material Particulado (MP),242117.95000000004
2021,RONDONIA,Óxidos de enxofre (SOx),2755.21
2021,CEARA,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",0.1
2021,PARA,Óxidos de enxofre (SOx),34411.21999999999
2021,ALAGOAS,Óxidos de nitrogênio (NOx),5675.2
2021,DISTRITO FEDERAL,Material Particulado (MP),478.28
2021,SERGIPE,Óxidos de nitrogênio (NOx),8593.749999999998
2021,RONDONIA,Óxidos de nitrogênio (NOx),1622.22
2021,ACRE,Óxidos de enxofre (SOx),304.85
2021,MATO GROSSO,Monóxido de carbono (CO),188207.52
2021,MINAS GERAIS,Material Particulado (MP),660069.4700000021
2021,ESPIRITO SANTO,Óxidos de enxofre (SOx),19204.039999999997
2021,PARA,Monóxido de carbono (CO),186903.01000000004
2021,MINAS GERAIS,Óxidos de nitrogênio (NOx),75387.3499999999
2021,SERGIPE,Monóxido de carbono (CO),5680.28
2021,ACRE,Material Particulado (MP),361.96000000000004
2021,MARANHAO,Óxidos de nitrogênio (NOx),9703.330000000002
2021,BAHIA,Monóxido de carbono (CO),129542.24000000002
2021,PARANA,Monóxido de carbono (CO),229853.6700000004
2021,MARANHAO,Material Particulado (MP),12922.940000000004
2021,RIO GRANDE DO SUL,Material Particulado (MP),4912594.429999936
2021,RORAIMA,Óxidos de enxofre (SOx),3.76
2021,RIO GRANDE DO SUL,Monóxido de carbono (CO),2773643.0399999954
2021,PIAUI,Monóxido de carbono (CO),9629.51
2021,SERGIPE,Material Particulado (MP),1517.2699999999998
2021,PARANA,Óxidos de enxofre (SOx),14711.28
2021,MINAS GERAIS,Monóxido de carbono (CO),1725071.3500000015
2021,PARA,Óxidos de nitrogênio (NOx),15686.650000000003
2021,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),37297.94000000002
2021,PARAIBA,Material Particulado (MP),31378.639999999996
2021,RIO GRANDE DO NORTE,Material Particulado (MP),3848742.27
2021,BAHIA,Óxidos de nitrogênio (NOx),129572.03999999985
2021,SAO PAULO,Óxidos de enxofre (SOx),226785.56000000014
2021,PERNAMBUCO,Monóxido de carbono (CO),108808.71999999994
2021,PIAUI,Óxidos de enxofre (SOx),5.209999999999999
2021,GOIAS,Óxidos de enxofre (SOx),8543.240000000002
2021,RIO DE JANEIRO,Material Particulado (MP),70073.61000000006
2021,SANTA CATARINA,Óxidos de nitrogênio (NOx),125131.04999999994
2021,PARAIBA,Monóxido de carbono,500
2021,ACRE,Monóxido de carbono (CO),13705.04
2021,AMAZONAS,Monóxido de carbono (CO),939685959.2999997
2021,AMAPA,Óxidos de nitrogênio (NOx),0.03
2021,RORAIMA,Óxidos de nitrogênio (NOx),20.57
2021,CEARA,Monóxido de carbono (CO),707302.2099999996
2021,PARAIBA,Óxidos de nitrogênio (NOx),27888.389999999992
2021,SANTA CATARINA,Monóxido de carbono (CO),904530.0200000003
2021,GOIAS,Material Particulado (MP),68217.19000000003
2021,MARANHAO,Óxidos de enxofre (SOx),19128.43
2021,AMAZONAS,Óxidos de nitrogênio (NOx),2540646.0399999996
2021,RORAIMA,Monóxido de carbono (CO),0.63
2021,GOIAS,Monóxido de carbono (CO),9414869.409999998
2021,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),1834.4599999999998
2021,PARANA,Óxidos de nitrogênio (NOx),66109.70000000001
2021,ALAGOAS,Monóxido de carbono (CO),6890.629999999999
2021,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),9127.460000000001
2021,AMAZONAS,Óxidos de enxofre (SOx),206847.42999999993
2021,SERGIPE,Óxidos de enxofre (SOx),4882.67
2021,MATO GROSSO DO SUL,Material Particulado (MP),101598.24
2021,MATO GROSSO DO SUL,Monóxido de carbono (CO),297546.34
2021,TOCANTINS,Óxidos de enxofre (SOx),56.96999999999999
2021,MINAS GERAIS,Óxidos de enxofre (SOx),37739.19
2021,MARANHAO,Monóxido de carbono (CO),14935.13
2021,SAO PAULO,Outros fluoretos,63948
2021,BAHIA,Material Particulado (MP),2114706.459999989
2021,DISTRITO FEDERAL,Monóxido de carbono (CO),13585.660000000002
2021,ESPIRITO SANTO,Material Particulado (MP),77495.70999999961
2021,BAHIA,Óxidos de enxofre (SOx),44026.27000000004
2021,PERNAMBUCO,Óxidos de enxofre (SOx),460775.65000000014
2021,AMAPA,Material Particulado (MP),10.02
2021,RIO GRANDE DO NORTE,Monóxido de carbono (CO),8922848.960000006
2021,RIO DE JANEIRO,Óxidos de enxofre (SOx),207838.29000000004
2021,ESPIRITO SANTO,Monóxido de carbono (CO),2047346.6700000002
2021,DISTRITO FEDERAL,Óxidos de enxofre (SOx),326.07
2021,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),736.1
2021,PARAIBA,Óxidos de enxofre (SOx),9987.32
2021,PARAIBA,Monóxido de carbono (CO),79005.13
2021,PARA,Material Particulado (MP),27641.830000000005
2021,ACRE,Óxidos de nitrogênio (NOx),7141.39
2021,RONDONIA,Material Particulado (MP),20612.82999999999
2021,AMAPA,Monóxido de carbono (CO),1917.55
2021,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),547318.7600000001
2021,SAO PAULO,Material Particulado (MP),2761227.339999998
2021,TOCANTINS,Óxidos de nitrogênio (NOx),1267.85
2021,CEARA,Óxidos de enxofre (SOx),406572.45000000024
2021,SAO PAULO,Óxidos de nitrogênio (NOx),1306366.05
2021,TOCANTINS,Monóxido de carbono (CO),3706.13
2021,MATO GROSSO,Óxidos de enxofre (SOx),2985.300000000001
2021,RORAIMA,Material Particulado (MP),5.45
2021,TOCANTINS,Material Particulado (MP),37082.770000000004
2021,MATO GROSSO,Óxidos de nitrogênio (NOx),106350.63999999998
2021,CEARA,Óxidos de nitrogênio (NOx),154378.13
2022,PARA,Óxidos de enxofre (SOx),20671.999999999993
2022,ALAGOAS,Óxidos de enxofre (SOx),186.21
2022,SERGIPE,Material Particulado (MP),1455.77
2022,SAO PAULO,Monóxido de carbono (CO),1047101.0000000012
2022,MARANHAO,Material Particulado (MP),7620.710000000001
2022,ALAGOAS,Óxidos de nitrogênio (NOx),5689.229999999998
2022,CEARA,Material Particulado (MP),252894.94000000003
2022,ESPIRITO SANTO,Material Particulado (MP),7824.820000000015
2022,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),2630.56
2022,BAHIA,Monóxido de carbono (CO),5422170.60999999
2022,SAO PAULO,Óxidos de nitrogênio (NOx),2014090.1700000034
2022,PARANA,Óxidos de nitrogênio (NOx),421160.1300000003
2022,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),31433.91
2022,RONDONIA,Material Particulado (MP),34379.95
2022,PIAUI,Material Particulado (MP),1245.8599999999997
2022,RORAIMA,Monóxido de carbono (CO),9.17
2022,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),54339.58999999995
2022,SAO PAULO,Material Particulado (MP),3419145.7999999374
2022,PARAIBA,Óxidos de enxofre (SOx),15134.749999999998
2022,DISTRITO FEDERAL,Óxidos de enxofre (SOx),662.03
2022,PARANA,Monóxido de carbono (CO),845599.2200000002
2022,RIO DE JANEIRO,Monóxido de carbono (CO),669878.1700000002
2022,RIO GRANDE DO NORTE,Monóxido de carbono (CO),6027823.980000003
2022,BAHIA,Óxidos de enxofre (SOx),23138.229999999934
2022,MINAS GERAIS,Monóxido de carbono (CO),1459677.3600000043
2022,PARA,Monóxido de carbono (CO),116798.08999999997
2022,ALAGOAS,Monóxido de carbono (CO),12304.819999999998
2022,ACRE,Monóxido de carbono (CO),2555.92
2022,AMAZONAS,Monóxido de carbono (CO),87768677796.49998
2022,PIAUI,Óxidos de nitrogênio (NOx),316.48
2022,PARA,Material Particulado (MP),36123.69000000001
2022,SANTA CATARINA,Óxidos de enxofre (SOx),100477.61
2022,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),20704.870000000003
2022,ACRE,Óxidos de nitrogênio (NOx),2225.0600000000004
2022,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),74609406.16
2022,AMAZONAS,Material Particulado (MP),632047524.68
2022,RIO GRANDE DO SUL,Monóxido de carbono (CO),601093.77
2022,DISTRITO FEDERAL,Material Particulado (MP),6567.7800000000025
2022,BAHIA,Óxidos de nitrogênio (NOx),23914.90000000001
2022,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),1650.77
2022,SERGIPE,Monóxido de carbono (CO),2776.6299999999997
2022,PARANA,Material Particulado (MP),5630844.17999998
2022,SAO PAULO,Óxidos de enxofre (SOx),52129.22
2022,MINAS GERAIS,Óxidos de nitrogênio (NOx),160489.41000000006
2022,CEARA,Óxidos de enxofre (SOx),326617.1000000001
2022,GOIAS,Material Particulado (MP),133898.0400000001
