referencia,ano,mes,valor_pib
1965-03,1965,03,0.00000000000066364
1965-04,1965,04,0.00000000000066364
1965-05,1965,05,0.00000000000066364
1965-06,1965,06,0.00000000000066364
1965-07,1965,07,0.00000000000066364
1965-08,1965,08,0.00000000000066364
1965-09,1965,09,0.00000000000066364
1965-10,1965,10,0.00000000000066364
1965-11,1965,11,0.00000000000074255
1965-12,1965,12,0.0000000000008
1966-01,1966,01,0.0000000000008
1966-02,1966,02,0.0000000000008
1966-03,1966,03,0.0000000000008
1966-04,1966,04,0.0000000000008
1966-05,1966,05,0.0000000000008
1966-06,1966,06,0.0000000000008
1966-07,1966,07,0.0000000000008
1966-08,1966,08,0.0000000000008
1966-09,1966,09,0.0000000000008
1966-10,1966,10,0.0000000000008
1966-11,1966,11,0.0000000000008
1966-12,1966,12,0.0000000000008
1967-01,1967,01,0.0000000000008
1967-02,1967,02,0.00000000000098182
1967-03,1967,03,0.00000000000098182
1967-04,1967,04,0.00000000000098182
1967-05,1967,05,0.00000000000098182
1967-06,1967,06,0.00000000000098182
1967-07,1967,07,0.00000000000098182
1967-08,1967,08,0.00000000000098182
1967-09,1967,09,0.00000000000098182
1967-10,1967,10,0.00000000000098182
1967-11,1967,11,0.00000000000098182
1967-12,1967,12,0.00000000000098182
1968-01,1968,01,0.0000000000011636
1968-02,1968,02,0.0000000000011636
1968-03,1968,03,0.0000000000011636
1968-04,1968,04,0.0000000000011636
1968-05,1968,05,0.0000000000011636
1968-06,1968,06,0.0000000000011636
1968-07,1968,07,0.0000000000011636
1968-08,1968,08,0.0000000000011927
1968-09,1968,09,0.0000000000013236
1968-10,1968,10,0.0000000000013382
1968-11,1968,11,0.0000000000013491
1968-12,1968,12,0.0000000000013782
1969-01,1969,01,0.0000000000013855
1969-02,1969,02,0.0000000000014109
1969-03,1969,03,0.0000000000014327
1969-04,1969,04,0.0000000000014473
1969-05,1969,05,0.0000000000014545
1969-06,1969,06,0.0000000000014655
1969-07,1969,07,0.00000000000148
1969-08,1969,08,0.0000000000014836
1969-09,1969,09,0.0000000000015018
1969-10,1969,10,0.00000000000152
1969-11,1969,11,0.0000000000015382
1969-12,1969,12,0.00000000000156
1970-01,1970,01,0.0000000000015745
1970-02,1970,02,0.0000000000015891
1970-03,1970,03,0.0000000000015964
1970-04,1970,04,0.0000000000016218
1970-05,1970,05,0.0000000000016327
1970-06,1970,06,0.0000000000016473
1970-07,1970,07,0.0000000000016655
1970-08,1970,08,0.00000000000168
1970-09,1970,09,0.0000000000016909
1970-10,1970,10,0.0000000000017055
1970-11,1970,11,0.0000000000017455
1970-12,1970,12,0.0000000000017673
1971-01,1971,01,0.0000000000017891
1971-02,1971,02,0.0000000000018073
1971-03,1971,03,0.0000000000018291
1971-04,1971,04,0.0000000000018473
1971-05,1971,05,0.0000000000018764
1971-06,1971,06,0.0000000000018982
1971-07,1971,07,0.0000000000019091
1971-08,1971,08,0.0000000000019455
1971-09,1971,09,0.0000000000019782
1971-10,1971,10,0.0000000000019891
1971-11,1971,11,0.0000000000020218
1971-12,1971,12,0.0000000000020364
1972-01,1972,01,0.0000000000020436
1972-02,1972,02,0.0000000000020909
1972-03,1972,03,0.0000000000021018
1972-04,1972,04,0.0000000000021127
1972-05,1972,05,0.0000000000021345
1972-06,1972,06,0.0000000000021382
1972-07,1972,07,0.0000000000021491
1972-08,1972,08,0.0000000000021564
1972-09,1972,09,0.0000000000021745
1972-10,1972,10,0.0000000000021927
1972-11,1972,11,0.0000000000022145
1972-12,1972,12,0.00000000000224
1973-01,1973,01,0.0000000000022473
1973-02,1973,02,0.0000000000022073
1973-03,1973,03,0.0000000000021818
1973-04,1973,04,0.0000000000021855
1973-05,1973,05,0.0000000000022036
1973-06,1973,06,0.0000000000022036
1973-07,1973,07,0.0000000000022109
1973-08,1973,08,0.0000000000022145
1973-09,1973,09,0.0000000000022182
1973-10,1973,10,0.0000000000022255
1973-11,1973,11,0.0000000000022255
1973-12,1973,12,0.0000000000022364
1974-01,1974,01,0.0000000000022473
1974-02,1974,02,0.0000000000023018
1974-03,1974,03,0.0000000000023345
1974-04,1974,04,0.0000000000023527
1974-05,1974,05,0.0000000000022909
1974-06,1974,06,0.0000000000024218
1974-07,1974,07,0.0000000000024836
1974-08,1974,08,0.0000000000025164
1974-09,1974,09,0.0000000000025564
1974-10,1974,10,0.0000000000025855
1974-11,1974,11,0.0000000000026291
1974-12,1974,12,0.0000000000026618
1975-01,1975,01,0.0000000000026982
1975-02,1975,02,0.0000000000027418
1975-03,1975,03,0.0000000000027709
1975-04,1975,04,0.0000000000028218
1975-05,1975,05,0.0000000000028655
1975-06,1975,06,0.0000000000028873
1975-07,1975,07,0.0000000000029345
1975-08,1975,08,0.0000000000029964
1975-09,1975,09,0.0000000000030364
1975-10,1975,10,0.0000000000030909
1975-11,1975,11,0.0000000000031673
1975-12,1975,12,0.0000000000032509
1976-01,1976,01,0.0000000000033055
1976-02,1976,02,0.0000000000033709
1976-03,1976,03,0.0000000000034727
1976-04,1976,04,0.0000000000036655
1976-05,1976,05,0.0000000000037709
1976-06,1976,06,0.0000000000038582
1976-07,1976,07,0.0000000000039164
1976-08,1976,08,0.0000000000039927
1976-09,1976,09,0.0000000000040873
1976-10,1976,10,0.0000000000041745
1976-11,1976,11,0.0000000000042945
1976-12,1976,12,0.0000000000043964
1977-01,1977,01,0.0000000000045055
1977-02,1977,02,0.0000000000045927
1977-03,1977,03,0.0000000000047018
1977-04,1977,04,0.0000000000048291
1977-05,1977,05,0.0000000000049564
1977-06,1977,06,0.0000000000050836
1977-07,1977,07,0.0000000000052182
1977-08,1977,08,0.0000000000053164
1977-09,1977,09,0.0000000000053964
1977-10,1977,10,0.0000000000054691
1977-11,1977,11,0.0000000000055709
1977-12,1977,12,0.0000000000057345
1978-01,1978,01,0.0000000000058218
1978-02,1978,02,0.0000000000059127
1978-03,1978,03,0.0000000000060327
1978-04,1978,04,0.0000000000061455
1978-05,1978,05,0.0000000000062982
1978-06,1978,06,0.00000000000644
1978-07,1978,07,0.0000000000065527
1978-08,1978,08,0.0000000000067273
1978-09,1978,09,0.0000000000068909
1978-10,1978,10,0.0000000000069964
1978-11,1978,11,0.0000000000071745
1978-12,1978,12,0.0000000000074218
1979-01,1979,01,0.0000000000076691
1979-02,1979,02,0.0000000000079273
1979-03,1979,03,0.0000000000081855
1979-04,1979,04,0.0000000000084618
1979-05,1979,05,0.0000000000088909
1979-06,1979,06,0.00000000000928
1979-07,1979,07,0.0000000000094473
1979-08,1979,08,0.0000000000097636
1979-09,1979,09,0.000000000010418
1979-10,1979,10,0.000000000010916
1979-11,1979,11,0.000000000011422
1979-12,1979,12,0.000000000014578
1980-01,1980,01,0.000000000015796
1980-02,1980,02,0.00000000001624
1980-03,1980,03,0.000000000016844
1980-04,1980,04,0.000000000017498
1980-05,1980,05,0.000000000018033
1980-06,1980,06,0.000000000018604
1980-07,1980,07,0.000000000019145
1980-08,1980,08,0.0000000000198
1980-09,1980,09,0.000000000020513
1980-10,1980,10,0.000000000021302
1980-11,1980,11,0.000000000022225
1980-12,1980,12,0.000000000023127
1981-01,1981,01,0.000000000024433
1981-02,1981,02,0.000000000025513
1981-03,1981,03,0.000000000026909
1981-04,1981,04,0.000000000028571
1981-05,1981,05,0.000000000030407
1981-06,1981,06,0.000000000032084
1981-07,1981,07,0.000000000034
1981-08,1981,08,0.000000000036156
1981-09,1981,09,0.000000000038095
1981-10,1981,10,0.000000000040331
1981-11,1981,11,0.00000000004268
1981-12,1981,12,0.000000000045167
1982-01,1982,01,0.000000000047476
1982-02,1982,02,0.000000000049745
1982-03,1982,03,0.000000000052436
1982-04,1982,04,0.00000000005508
1982-05,1982,05,0.000000000057884
1982-06,1982,06,0.000000000060909
1982-07,1982,07,0.000000000064316
1982-08,1982,08,0.000000000068425
1982-09,1982,09,0.00000000007312
1982-10,1982,10,0.000000000078044
1982-11,1982,11,0.000000000083204
1982-12,1982,12,0.0000000000888
1983-01,1983,01,0.000000000095233
1983-02,1983,02,0.00000000011417
1983-03,1983,03,0.00000000014493
1983-04,1983,04,0.00000000015749
1983-05,1983,05,0.00000000017173
1983-06,1983,06,0.00000000018735
1983-07,1983,07,0.00000000020637
1983-08,1983,08,0.00000000023283
1983-09,1983,09,0.00000000025396
1983-10,1983,10,0.00000000028413
1983-11,1983,11,0.00000000031527
1983-12,1983,12,0.00000000034223
1984-01,1984,01,0.00000000036947
1984-02,1984,02,0.00000000040913
1984-03,1984,03,0.00000000045962
1984-04,1984,04,0.00000000050211
1984-05,1984,05,0.00000000054661
1984-06,1984,06,0.00000000059516
1984-07,1984,07,0.00000000065709
1984-08,1984,08,0.0000000007216
1984-09,1984,09,0.00000000079745
1984-10,1984,10,0.00000000088782
1984-11,1984,11,0.00000000098944
1984-12,1984,12,0.0000000010886
1985-01,1985,01,0.0000000012171
1985-02,1985,02,0.0000000013619
1985-03,1985,03,0.0000000015055
1985-04,1985,04,0.0000000017083
1985-05,1985,05,0.0000000018969
1985-06,1985,06,0.0000000020808
1985-07,1985,07,0.0000000022545
1985-08,1985,08,0.0000000024332
1985-09,1985,09,0.0000000026998
1985-10,1985,10,0.0000000029623
1985-11,1985,11,0.0000000032304
1985-12,1985,12,0.0000000035865
1986-01,1986,01,0.000000004092
1986-02,1986,02,0.0000000047145
1986-03,1986,03,0.0000000050073
1986-04,1986,04,0.0000000050073
1986-05,1986,05,0.0000000050073
1986-06,1986,06,0.0000000050073
1986-07,1986,07,0.0000000050073
1986-08,1986,08,0.0000000050073
1986-09,1986,09,0.0000000050073
1986-10,1986,10,0.0000000050545
1986-11,1986,11,0.0000000051055
1986-12,1986,12,0.0000000052618
1987-01,1987,01,0.00000000568
1987-02,1987,02,0.0000000065636
1987-03,1987,03,0.0000000076
1987-04,1987,04,0.0000000085782
1987-05,1987,05,0.000000011138
1987-06,1987,06,0.000000014269
1987-07,1987,07,0.000000016258
1987-08,1987,08,0.000000017055
1987-09,1987,09,0.000000018044
1987-10,1987,10,0.000000019324
1987-11,1987,11,0.000000021451
1987-12,1987,12,0.000000024418
1988-01,1988,01,0.000000028098
1988-02,1988,02,0.000000032869
1988-03,1988,03,0.000000038767
1988-04,1988,04,0.000000045476
1988-05,1988,05,0.000000054505
1988-06,1988,06,0.000000064516
1988-07,1988,07,0.000000078091
1988-08,1988,08,0.000000096756
1988-09,1988,09,0.00000011804
1988-10,1988,10,0.00000014896
1988-11,1988,11,0.00000019038
1988-12,1988,12,0.0000002428
1989-01,1989,01,0.00000032727
1989-02,1989,02,0.00000036
1989-03,1989,03,0.00000036
1989-04,1989,04,0.00000036727
1989-05,1989,05,0.00000039636
1989-06,1989,06,0.00000048364
1989-07,1989,07,0.00000069455
1989-08,1989,08,0.00000089455
1989-09,1989,09,0.0000011818
1989-10,1989,10,0.0000016255
1989-11,1989,11,0.0000022618
1989-12,1989,12,0.0000033491
1990-01,1990,01,0.0000051782
1990-02,1990,02,0.00000856
1990-03,1990,03,0.000013458
1990-04,1990,04,0.0000172
1990-05,1990,05,0.000018887
1990-06,1990,06,0.000020691
1990-07,1990,07,0.000024095
1990-08,1990,08,0.000026015
1990-09,1990,09,0.000027335
1990-10,1990,10,0.000034393
1990-11,1990,11,0.000044535
1990-12,1990,12,0.0001
1991-01,1991,01,0.0001
1991-02,1991,02,0.0001
1991-03,1991,03,0.0001
1991-04,1991,04,0.0001
1991-05,1991,05,0.0001
1991-06,1991,06,0.0001
1991-07,1991,07,0.0001
1991-08,1991,08,0.0001
1991-09,1991,09,0.0002
1991-10,1991,10,0.0002
1991-11,1991,11,0.0003
1991-12,1991,12,0.0003
1992-01,1992,01,0.0004
1992-02,1992,02,0.0005
1992-03,1992,03,0.0007
1992-04,1992,04,0.0008
1992-05,1992,05,0.001
1992-06,1992,06,0.0011
1992-07,1992,07,0.0014
1992-08,1992,08,0.0017
1992-09,1992,09,0.0021
1992-10,1992,10,0.0026
1992-11,1992,11,0.0033
1992-12,1992,12,0.0041
1993-01,1993,01,0.0051
1993-02,1993,02,0.0065
1993-03,1993,03,0.0082
1993-04,1993,04,0.0104
1993-05,1993,05,0.0135
1993-06,1993,06,0.0175
1993-07,1993,07,0.0228
1993-08,1993,08,0.0301
1993-09,1993,09,0.0404
1993-10,1993,10,0.055
1993-11,1993,11,0.0748
1993-12,1993,12,0.1016
1994-01,1994,01,0.1421
1994-02,1994,02,0.2003
1994-03,1994,03,0.2793
1994-04,1994,04,0.4035
1994-05,1994,05,0.5765
1994-06,1994,06,0.8326
1994-07,1994,07,0.9248
1994-08,1994,08,0.8966
1994-09,1994,09,0.8632
1994-10,1994,10,0.844
1994-11,1994,11,0.8398
1994-12,1994,12,0.8481
1995-01,1995,01,0.8451
1995-02,1995,02,0.8388
1995-03,1995,03,0.8874
1995-04,1995,04,0.9055
1995-05,1995,05,0.8954
1995-06,1995,06,0.912
1995-07,1995,07,0.9268
1995-08,1995,08,0.94
1995-09,1995,09,0.9508
1995-10,1995,10,0.9587
1995-11,1995,11,0.9624
1995-12,1995,12,0.9673
1996-01,1996,01,0.9735
1996-02,1996,02,0.9801
1996-03,1996,03,0.9853
1996-04,1996,04,0.9894
1996-05,1996,05,0.9945
1996-06,1996,06,1.0005
1996-07,1996,07,1.0061
1996-08,1996,08,1.0126
1996-09,1996,09,1.0185
1996-10,1996,10,1.0243
1996-11,1996,11,1.0296
1996-12,1996,12,1.0365
1997-01,1997,01,1.0421
1997-02,1997,02,1.0485
1997-03,1997,03,1.0559
1997-04,1997,04,1.0601
1997-05,1997,05,1.0675
1997-06,1997,06,1.0738
1997-07,1997,07,1.0799
1997-08,1997,08,1.0871
1997-09,1997,09,1.0928
1997-10,1997,10,1.0993
1997-11,1997,11,1.1065
1997-12,1997,12,1.1128
1998-01,1998,01,1.1191
1998-02,1998,02,1.1329
1998-03,1998,03,1.1329
1998-04,1998,04,1.1404
1998-05,1998,05,1.1473
1998-06,1998,06,1.1538
1998-07,1998,07,1.1607
1998-08,1998,08,1.1709
1998-09,1998,09,1.1801
1998-10,1998,10,1.1876
1998-11,1998,11,1.1929
1998-12,1998,12,1.2046
1999-01,1999,01,1.5011
1999-02,1999,02,1.9129
1999-03,1999,03,1.896
1999-04,1999,04,1.6933
1999-05,1999,05,1.6827
1999-06,1999,06,1.7646
1999-07,1999,07,1.7995
1999-08,1999,08,1.88
1999-09,1999,09,1.8973
1999-10,1999,10,1.9687
1999-11,1999,11,1.9291
1999-12,1999,12,1.842
2000-01,2000,01,1.8029
2000-02,2000,02,1.7745
2000-03,2000,03,1.7412
2000-04,2000,04,1.7674
2000-05,2000,05,1.8271
2000-06,2000,06,1.8075
2000-07,2000,07,1.797
2000-08,2000,08,1.8084
2000-09,2000,09,1.8384
2000-10,2000,10,1.8788
2000-11,2000,11,1.9472
2000-12,2000,12,1.9625
2001-01,2001,01,1.9537
2001-02,2001,02,2.0011
2001-03,2001,03,2.0882
2001-04,2001,04,2.1917
2001-05,2001,05,2.2964
2001-06,2001,06,2.375
2001-07,2001,07,2.4652
2001-08,2001,08,2.5098
2001-09,2001,09,2.6709
2001-10,2001,10,2.7394
2001-11,2001,11,2.5423
2001-12,2001,12,2.3619
2002-01,2002,01,2.3771
2002-02,2002,02,2.4188
2002-03,2002,03,2.3458
2002-04,2002,04,2.3196
2002-05,2002,05,2.4796
2002-06,2002,06,2.7132
2002-07,2002,07,2.9338
2002-08,2002,08,3.1093
2002-09,2002,09,3.3412
2002-10,2002,10,3.8051
2002-11,2002,11,3.5756
2002-12,2002,12,3.6251
2003-01,2003,01,3.4376
2003-02,2003,02,3.59
2003-03,2003,03,3.4461
2003-04,2003,04,3.1179
2003-05,2003,05,2.9549
2003-06,2003,06,2.8824
2003-07,2003,07,2.879
2003-08,2003,08,3.0017
2003-09,2003,09,2.922
2003-10,2003,10,2.8607
2003-11,2003,11,2.913
2003-12,2003,12,2.9245
2004-01,2004,01,2.851
2004-02,2004,02,2.9295
2004-03,2004,03,2.9047
2004-04,2004,04,2.9052
2004-05,2004,05,3.0996
2004-06,2004,06,3.1283
2004-07,2004,07,3.036
2004-08,2004,08,3.0021
2004-09,2004,09,2.8903
2004-10,2004,10,2.8521
2004-11,2004,11,2.7852
2004-12,2004,12,2.7174
2005-01,2005,01,2.6922
2005-02,2005,02,2.597
2005-03,2005,03,2.7039
2005-04,2005,04,2.5784
2005-05,2005,05,2.452
2005-06,2005,06,2.4127
2005-07,2005,07,2.3727
2005-08,2005,08,2.3598
2005-09,2005,09,2.2936
2005-10,2005,10,2.2557
2005-11,2005,11,2.21
2005-12,2005,12,2.2847
2006-01,2006,01,2.2731
2006-02,2006,02,2.1611
2006-03,2006,03,2.1512
2006-04,2006,04,2.1285
2006-05,2006,05,2.1773
2006-06,2006,06,2.2475
2006-07,2006,07,2.1885
2006-08,2006,08,2.1551
2006-09,2006,09,2.1679
2006-10,2006,10,2.1475
2006-11,2006,11,2.1571
2006-12,2006,12,2.1491
2007-01,2007,01,2.1377
2007-02,2007,02,2.0955
2007-03,2007,03,2.0879
2007-04,2007,04,2.0312
2007-05,2007,05,1.9808
2007-06,2007,06,1.9311
2007-07,2007,07,1.882
2007-08,2007,08,1.9652
2007-09,2007,09,1.8988
2007-10,2007,10,1.8002
2007-11,2007,11,1.7691
2007-12,2007,12,1.7852
2008-01,2008,01,1.7735
2008-02,2008,02,1.7269
2008-03,2008,03,1.7068
2008-04,2008,04,1.6881
2008-05,2008,05,1.6597
2008-06,2008,06,1.6181
2008-07,2008,07,1.5906
2008-08,2008,08,1.6115
2008-09,2008,09,1.7988
2008-10,2008,10,2.1721
2008-11,2008,11,2.2655
2008-12,2008,12,2.3936
2009-01,2009,01,2.3066
2009-02,2009,02,2.3119
2009-03,2009,03,2.313
2009-04,2009,04,2.2051
2009-05,2009,05,2.0601
2009-06,2009,06,1.9568
2009-07,2009,07,1.932
2009-08,2009,08,1.8444
2009-09,2009,09,1.819
2009-10,2009,10,1.7376
2009-11,2009,11,1.7252
2009-12,2009,12,1.7495
2010-01,2010,01,1.779
2010-02,2010,02,1.8394
2010-03,2010,03,1.785
2010-04,2010,04,1.7558
2010-05,2010,05,1.8124
2010-06,2010,06,1.8054
2010-07,2010,07,1.7688
2010-08,2010,08,1.7588
2010-09,2010,09,1.7179
2010-10,2010,10,1.6852
2010-11,2010,11,1.7125
2010-12,2010,12,1.6927
2011-01,2011,01,1.6741
2011-02,2011,02,1.6672
2011-03,2011,03,1.6583
2011-04,2011,04,1.5856
2011-05,2011,05,1.6127
2011-06,2011,06,1.5862
2011-07,2011,07,1.5631
2011-08,2011,08,1.5962
2011-09,2011,09,1.749
2011-10,2011,10,1.7719
2011-11,2011,11,1.7897
2011-12,2011,12,1.8362
2012-01,2012,01,1.789
2012-02,2012,02,1.7178
2012-03,2012,03,1.7947
2012-04,2012,04,1.8542
2012-05,2012,05,1.9854
2012-06,2012,06,2.0486
2012-07,2012,07,2.0282
2012-08,2012,08,2.0289
2012-09,2012,09,2.0275
2012-10,2012,10,2.0293
2012-11,2012,11,2.0672
2012-12,2012,12,2.0772
2013-01,2013,01,2.0305
2013-02,2013,02,1.9727
2013-03,2013,03,1.9823
2013-04,2013,04,2.0016
2013-05,2013,05,2.0343
2013-06,2013,06,2.1724
2013-07,2013,07,2.2516
2013-08,2013,08,2.3416
2013-09,2013,09,2.2699
2013-10,2013,10,2.1881
2013-11,2013,11,2.2947
2013-12,2013,12,2.3449
2014-01,2014,01,2.3816
2014-02,2014,02,2.3831
2014-03,2014,03,2.3255
2014-04,2014,04,2.2317
2014-05,2014,05,2.2203
2014-06,2014,06,2.2349
2014-07,2014,07,2.224
2014-08,2014,08,2.2674
2014-09,2014,09,2.3323
2014-10,2014,10,2.4476
2014-11,2014,11,2.5482
2014-12,2014,12,2.6387
2015-01,2015,01,2.6336
2015-02,2015,02,2.8158
2015-03,2015,03,3.1389
2015-04,2015,04,3.0426
2015-05,2015,05,3.0611
2015-06,2015,06,3.1111
2015-07,2015,07,3.2225
2015-08,2015,08,3.5137
2015-09,2015,09,3.9058
2015-10,2015,10,3.8795
2015-11,2015,11,3.7758
2015-12,2015,12,3.8705
2016-01,2016,01,4.0517
2016-02,2016,02,3.9731
2016-03,2016,03,3.7033
2016-04,2016,04,3.5652
2016-05,2016,05,3.5387
2016-06,2016,06,3.4239
2016-07,2016,07,3.2747
2016-08,2016,08,3.2091
2016-09,2016,09,3.2558
2016-10,2016,10,3.1852
2016-11,2016,11,3.3414
2016-12,2016,12,3.3517
2017-01,2017,01,3.196
2017-02,2017,02,3.1036
2017-03,2017,03,3.1273
2017-04,2017,04,3.1356
2017-05,2017,05,3.2087
2017-06,2017,06,3.2948
2017-07,2017,07,3.2055
2017-08,2017,08,3.1503
2017-09,2017,09,3.1342
2017-10,2017,10,3.1906
2017-11,2017,11,3.2587
2017-12,2017,12,3.2913
2018-01,2018,01,3.21
2018-02,2018,02,3.2409
2018-03,2018,03,3.2786
2018-04,2018,04,3.4069
2018-05,2018,05,3.6355
2018-06,2018,06,3.7726
2018-07,2018,07,3.8281
2018-08,2018,08,3.9292
2018-09,2018,09,4.1159
2018-10,2018,10,3.7578
2018-11,2018,11,3.786
2018-12,2018,12,3.8821
2019-01,2019,01,3.7411
2019-02,2019,02,3.723
2019-03,2019,03,3.8459
2019-04,2019,04,3.8956
2019-05,2019,05,4.0009
2019-06,2019,06,3.8582
2019-07,2019,07,3.7787
2019-08,2019,08,4.0194
2019-09,2019,09,4.1209
2019-10,2019,10,4.0864
2019-11,2019,11,4.1547
2019-12,2019,12,4.1089
2020-01,2020,01,4.1489
2020-02,2020,02,4.3404
2020-03,2020,03,4.8832
2020-04,2020,04,5.325
2020-05,2020,05,5.6429
2020-06,2020,06,5.196
2020-07,2020,07,5.2796
2020-08,2020,08,5.4606
2020-09,2020,09,5.3989
2020-10,2020,10,5.6252
2020-11,2020,11,5.4172
2020-12,2020,12,5.1449
2021-01,2021,01,5.3556
2021-02,2021,02,5.4159
2021-03,2021,03,5.6455
2021-04,2021,04,5.5615
2021-05,2021,05,5.2904
2021-06,2021,06,5.0313
2021-07,2021,07,5.156
2021-08,2021,08,5.2511
2021-09,2021,09,5.2791
